id	filename	md5	size	state
b78475a1-927b-4a59-baf4-ac7b394c3747	TCGA-DU-7304-01Z-00-DX1.EA1BD5C1-A8FE-40E1-8287-B703185779CD.svs	b1b97e6ccba26fc7b5e6b5d18f2daae9	439945816	released
1eae8100-2206-4d48-940e-1962691ffbd0	TCGA-25-1314-01Z-00-DX1.E01C2237-E2D6-4D84-9FB4-624734F30375.svs	fba28748debc6913d114f2501c2d34b5	2993836380	released
a32d19a2-e24b-406d-bb85-c597771d0f2b	TCGA-02-0007-01Z-00-DX1.a888f75e-6c41-44c3-8eb6-721f992873b8.svs	4f302c53ec50420c4e2736ca9a7184c8	202613049	released
9a0fce51-960a-4c45-8cec-6e35aea6189c	TCGA-HS-A5N7-01Z-00-DX1.F5818EA5-366A-4D53-942E-2738C9E64BB1.svs	8de37ead0e9c2bbfc417365a196762e2	353245578	released
bf77a95a-c511-43a2-b058-3a25fb86eeaa	TCGA-77-7138-01Z-00-DX1.8c912762-0829-4692-92a2-545fea2b3e48.svs	61e3a8234e873544240e395aceeb1a0b	916144971	released
79ac01d8-e749-461f-b399-d487b7b2f330	TCGA-BR-A4QM-01Z-00-DX1.B6333EBE-31EF-4673-AB51-63439E631B8B.svs	f6e5bde1aac0fe0e9081e8a9a525c09a	1352645875	released
53fe54e8-c3a4-4fb6-b281-5e070007e808	TCGA-46-3766-01Z-00-DX1.5870b2ed-78f0-4f68-b01e-2ef6d5353b57.svs	1aef996ad4062c654789a788573e1e9f	319613183	released
ed60ceff-be65-4bd3-82f8-0a3babde67c5	TCGA-56-8625-01Z-00-DX1.11AADFB3-33FF-4EAA-B423-CD0F07163747.svs	5df3a44e8e5a98b3e04d598b91824a5a	178864368	released
b237fff3-5ca5-48b4-868a-e047aaf469c5	TCGA-RW-A685-01Z-00-DX1.583944B5-03EA-4F74-97C7-3A293254995C.svs	7818d19654619e3f9ebec1ad9b5c6cc1	1867390299	released
4f9998f9-6d92-4afc-866d-36ca152652bf	TCGA-D5-6932-01Z-00-DX1.d18111de-f0f5-4637-8534-a2b4396cbb41.svs	875bc60aec4d4b5ad5a05c6bca7f93ff	228188255	released
a9c39458-963f-4f78-a6f5-89194548eaaf	TCGA-AY-4071-01Z-00-DX1.6C426E14-2DBD-4009-A6B5-B8B7B8F5888C.svs	fb1264ecc6cfdac473587f9f78f5dd17	112945741	released
4af04908-2b84-4267-8d26-7dbe8d5c7bff	TCGA-G4-6314-01Z-00-DX1.bea21980-9584-4382-9de3-4c5114edb10d.svs	9f2c2375e01dc43298ba94d72c611192	740128083	released
ae049984-22af-4787-a8c2-a34198bd5f12	TCGA-HU-A4G3-01Z-00-DX1.5D4EB0C7-8E14-41DC-AFF7-ECD43A89139B.svs	dc1f23d984f68effc748dd560e93786f	82494612	released
89d099d9-d001-4d04-943b-894a90d93c5a	TCGA-92-7341-01Z-00-DX1.6ecbb768-fde4-4f41-8e28-bc5be860825f.svs	f712accefa8afbe8555f8e4dec74a0b8	551932843	released
c4771490-1667-42cf-8d2f-706df5b4f34a	TCGA-XF-A8HI-01Z-00-DX1.1BA3EF33-D4D5-4213-833D-A7F8C0EFFF02.svs	26996f08c27f99bfc0dbe0f210311176	2245459379	released
d4db775a-667d-4a7b-9709-2ce68fc2b167	TCGA-CN-6016-01Z-00-DX1.737054ae-50f4-42c4-b79c-c462220b12f3.svs	a49c98486feb293713742985b4fcda09	309474817	released
f98afbbc-bd7b-4559-b537-0775e2106028	TCGA-WB-A821-01Z-00-DX1.FB59B9B8-A79A-44A9-A484-DE6FA8E90107.svs	8ccecebf327aea6aac2b77ccfb64dfb6	1343212157	released
f46eaf10-63bd-481a-a187-f1cf1719d193	TCGA-25-1317-01Z-00-DX1.2E7A7AF9-4D04-4EBD-8C79-7117F76511D5.svs	20adb062b3ec444953b85213c2423024	3787847486	released
ebbd4850-dfa5-498c-bd65-9f7bbac3c310	TCGA-C5-A1MI-01Z-00-DX1.93D2D53E-C990-4CEE-AF61-A841A3798A74.svs	ff8eac1eab18925931bc79a8e5a6de16	204765190	released
28a17691-e8dd-4337-8c34-f0847e2fdbb7	TCGA-4P-AA8J-01Z-00-DX1.5B44796F-D099-4076-9CAF-B40C2B83F432.svs	6f3dca380c9f8922b8c498cbd6077c6a	2003945717	released
183abfd9-194f-408d-80d0-89da1c3c88f8	TCGA-CZ-5987-01Z-00-DX1.b9be10de-122d-4cef-961f-298c359e513d.svs	b22855a461f0703f102c0870296e0dae	1120491679	released
747c2fcb-c17d-47f5-9874-9a34a65e1c4a	TCGA-M7-A723-01Z-00-DX1.D1CDCC7C-F5AB-4FB7-A889-F8AFFC071EF3.svs	ac801dd09bc4173743b9edc0e8486578	1395626956	released
d2f02ee5-eee9-4eb6-935c-e4b34648eb98	TCGA-VP-A875-01Z-00-DX1.96476DFA-7CFE-4100-A791-E7415B1DC719.svs	c6f54d3cae820f5a1ca97f7dd9b9e452	792484142	released
7437eb60-da82-469c-9e6e-ca265ff17589	TCGA-EJ-5524-01Z-00-DX1.f831ad94-5d57-4401-9e0d-6c35489efcca.svs	04364014a24f41510ddd57eb5bb897ce	612053115	released
abec39f2-7703-44d0-aa13-8cbc6f32a04e	TCGA-EJ-5531-01Z-00-DX1.c6ca0cde-3ebc-4de9-8a53-e666239deba3.svs	bb4fb4fb02fe48ba15b6cb64c46d9a51	202157549	released
16acbe0d-3004-4920-aa3e-b9ee92527260	TCGA-IG-A3YA-01Z-00-DX1.C2A7B316-44E0-4CA3-B76A-241C61BFE492.svs	0d3d81ed2ec3a4c562898f76f88e63ac	1249670547	released
1571f1c2-e6b5-41cf-a61d-69faac8ffea6	TCGA-HZ-7924-01Z-00-DX1.d73d1606-bda1-441b-ab00-69645fae6553.svs	25000928a419fc644a37b3ad91fb70a3	61940573	released
ce41c1fb-7680-4333-b872-fc52237c7ebb	TCGA-US-A77J-01Z-00-DX1.72AE50D3-F776-4000-B6B0-C64194AB549F.svs	0a1ac9e2c6b2e0db80fca682c0b0afa3	1453870204	released
549f07bf-416c-4abd-9764-e9a80ed6f1e0	TCGA-SU-A7E7-01Z-00-DX1.1C4CB02E-100C-4A40-8C98-55F21C6CEE30.svs	a98e7902b83bd39a1487990baa4d9367	274330081	released
825963be-43a1-4666-b843-e59f158c688d	TCGA-CH-5767-01Z-00-DX1.5a8d8c09-2837-4981-9c43-defa67d2a3fc.svs	23dc19240f3c0d92ea52037606f89660	116459527	released
1aa2b1d2-998a-4b6f-a2db-28aed68d51ab	TCGA-TS-A7P7-01Z-00-DX1.0EDCAFAC-38E5-4521-A0E3-25DD79FDBF26.svs	19b2e63d32992f79df9dd6a706f542b4	1498808167	released
96d2009b-6825-4a82-ace1-dae5bb9b0eed	TCGA-ZM-AA0D-01Z-00-DX1.5A08271B-B202-47EC-8A90-EB423076CDD1.svs	d4edb63d4296a59dbd2c6d70989de04c	1394109217	released
c757ab00-6efa-4a12-9f07-14e5967999f0	TCGA-ZF-A9RN-01Z-00-DX1.262DCE43-154D-492E-80C3-6F8C8D4058D0.svs	75d10a2dd083cad4878761f79052ac5f	1674407337	released
dd16db74-5dda-49ab-8ddd-0064a8e3fc81	TCGA-DJ-A2Q7-01Z-00-DX1.AA5FC72B-4C57-4235-8C90-D17FE2FA5D80.svs	73a49f597ad63b00745f924968084d3d	1593236997	released
a77c5d35-3d02-41f5-ba91-3942bb8e86de	TCGA-CH-5763-01Z-00-DX1.7d4eff47-8d99-41d4-87f0-163b2cb034bf.svs	d49b4a4694076bc90aeb792ac1d1bb4e	287508643	released
72902d52-0dc7-47fa-b2aa-bc452aa89fcd	TCGA-EJ-7788-01Z-00-DX1.1a8a304e-5089-42f2-8275-07e5f20ebc67.svs	c50659ea37cfdfb4a0565573c4bb6bd1	1044298101	released
e08f64f2-06ed-4b40-9a22-6e362af97d5f	TCGA-X8-AAAR-01Z-00-DX1.1D57D401-00BB-430D-9CC0-C2BF8BE23B7D.svs	bb2e62c82522b63c419bf063a07d8656	1089657951	released
54b5a331-695d-4340-a3e6-744bedcaef07	TCGA-AR-A2LJ-01Z-00-DX1.9D6257FA-2767-4640-9252-9BE18BD9D158.svs	38d4683f58f01fab8cb5646483812237	1378996475	released
ad4b3995-af63-411f-b2bb-65d60d3e5bcb	TCGA-CJ-4903-01Z-00-DX1.6DB22AEA-582B-44CB-B153-CBBFE5042735.svs	c3608fbe23cdf38764e4f35fa5dda69b	1165620157	released
97348cb5-be21-4a10-90c7-8220f5cae39a	TCGA-CJ-5677-01Z-00-DX1.46FEF9C4-445C-4046-9ACC-54402E3702A9.svs	835976c1d18aaf914c7beb2f13fc2a79	488752074	released
61732cd6-7e3e-4c1f-b9a7-489974e60719	TCGA-MT-A51X-01Z-00-DX1.A7469A54-DDD5-4B3E-A437-F51FBDD8B158.svs	ce3104b498987d090a2e36c23ae376fb	48122745	released
a8e1a365-4276-494a-9c47-fa6720ca1ffd	TCGA-B0-5712-01Z-00-DX1.b6b950fb-d0d4-4ae2-ae53-8eb51b7751bf.svs	3450812a6162c3313145f905b058cdd2	840604753	released
73d5e1ef-e210-43a7-b0a9-762cb1e30770	TCGA-AN-A0FF-01Z-00-DX1.A23982C3-E0EB-4DB2-84EE-26E0005E3F66.svs	0c0a34fd9897444f8d4d62e312c2738b	1437639739	released
567e7cd0-3eb7-4db5-a3af-ca5bc76edd7b	TCGA-LL-A5YO-01Z-00-DX1.B5B6DFDB-1020-41FF-AA50-9C633E17DE5F.svs	431fe282c554ceef7979e6ef7ff7d297	1208256171	released
2e41c8f4-0cdd-4403-9261-894085a6735d	TCGA-B6-A0IE-01Z-00-DX1.E6C4E5C0-338C-481D-B691-0385E8D090B1.svs	73a5896f178fd3faad0dc0dab6eb96e0	1487599029	released
2b87cfa4-efde-4890-8887-e4a0aa2f4f1b	TCGA-E2-A14N-01Z-00-DX1.15F5644F-CA9F-4688-B56E-BCC00CA4769B.svs	86f577f69383b8179f149f53f3a09001	1150642439	released
2018f213-fa63-4cca-8869-65e553d3220b	TCGA-KH-A6WC-01Z-00-DX1.3F29FCD8-7176-41F0-93D2-66A1628389AA.svs	951e97f5c0a266dab2a08e21537c0ab1	295147181	released
62eca979-a32c-4205-aa60-f9ed1cd97f99	TCGA-IB-A6UG-01Z-00-DX1.2EF1F819-ED99-40A1-A87B-79C1952E8055.svs	a54c3769735830f38be9845fa2b951a5	1305561097	released
bb7f2e8e-6db2-44d3-8fb2-22b40266cec8	TCGA-F2-A7TX-01Z-00-DX1.2FB4B966-3F76-4BB7-B1E8-D6F651665479.svs	ab4bfddab3b93ae4bebf5a4f3762290f	1556613414	released
08672856-3ce0-45d0-bd63-82b429a2d5ce	TCGA-08-0359-01Z-00-DX1.FBED91D4-4D46-4354-ABCF-3D2EBDA42C6D.svs	24956c8a97381d6ead2a1d2263835664	1921783863	released
aa8f5d6f-d586-429f-a139-a63a761bf4fb	TCGA-23-2084-01Z-00-DX1.94780F2B-9A88-47ED-982B-0048081309C9.svs	cf0cbd1277958bcafd0936dd2baf9794	1055561075	released
54757c99-9235-44ae-8582-4ed93d69272e	TCGA-02-0430-01Z-00-DX1.aa4aaacb-1f80-48f3-84c0-39accafc45a7.svs	8829f0138dd8d7df0347ec07c1c07cd5	865264519	released
4437a08d-f24d-4af1-bd9d-a8b166557017	TCGA-4W-AA9T-01Z-00-DX1.A59F28A0-EE7F-44DE-931F-36E59C9F1A45.svs	bd2b5dce4614a87d85d22272ed7efdd8	1424976435	released
3bf51b4e-7c99-4dcd-9859-55add0d5d276	TCGA-OY-A56Q-01Z-00-DX1.F1556F26-8845-4962-9004-70F9747B46B7.svs	b09fd2206efe9d0c28fb81a0d3308397	912585610	released
a32c8fe5-d5dd-4679-b06d-54764b8e0261	TCGA-IW-A3M6-01Z-00-DX1.0058B887-C6C7-4707-8978-41737B869642.svs	6747b1d895a7acf313b31f91d3e47cdd	2406138955	released
7bb37569-ce23-4406-99d0-981497a64098	TCGA-02-0432-01Z-00-DX1.83CB13A3-6ADD-4015-94BA-AA6A759F2F8F.svs	c98f9683d19fe63d222923572e6cba73	1625213744	released
7dc3ca59-5a54-495e-be7a-98912f2e0396	TCGA-E8-A415-01Z-00-DX1.99DCF277-DF60-456C-AD70-003C08D9FA01.svs	0c7c26a169de0ef1d3be74495adf8bbe	407246507	released
b33eb761-46fb-4e37-a498-4b145d38d363	TCGA-LN-A49S-01Z-00-DX1.F9A7F5B3-8E02-4873-B193-EB0056AD286C.svs	1ad9dee8c95eb1136790023aac876c90	247313406	released
729d2a3d-8b73-470f-85bd-7c89c3feae61	TCGA-R6-A6Y0-01Z-00-DX1.E5DC2FD6-F518-4AEB-BF97-BF018F0F6B28.svs	a48ee237221174113ef3ec5d9a5154d7	308162773	released
1812fc9c-6307-4f31-be6a-165f603854c7	TCGA-SP-A6QC-01Z-00-DX1.28E04A62-E7BD-47B3-98BD-14A50816C366.svs	004d11448134abe210824d603a8bf5c5	1601013508	released
3b8d24f4-ab25-449e-918d-a5923b2c8e41	TCGA-A3-3363-01Z-00-DX1.6d933fa1-b68c-483f-819c-5a85f0389e6c.svs	78d3707d6c534638dfe4e41e573e5bc3	178091245	released
9b35bad9-21d6-4bfa-96f0-f9d8d2b708e0	TCGA-KS-A4I1-01Z-00-DX1.D64E17A5-50A3-4F84-82B2-F43A16EDE07E.svs	11ba978db993596d50364641fabd22de	1756644067	released
ecdfff2c-3453-479c-b7c4-a95871208684	TCGA-EL-A3CW-01Z-00-DX1.7D2D5FD8-0588-4556-9DC2-9FB06107F99C.svs	1da77a8a29a06aa19c7145982152e594	768306113	released
ef8c15bc-0ae8-4b17-bd11-44cb7bd59871	TCGA-P8-A5KC-01Z-00-DX1.2C3571BB-CCBB-4F28-8CB0-BA92BE8D0E03.svs	1076ee8d7b7c6d1478a0d7c42a7b4f9c	1594707049	released
0e52bdb8-d23e-4f80-b2cf-73f40f3b7082	TCGA-CJ-4870-01Z-00-DX1.38991588-D25A-48F6-80B5-51ED34AA8D35.svs	7a1323619a9c7b5fb0bf04959c6fc400	1955635955	released
96284e80-9797-43cb-b1d0-8d7ca1766915	TCGA-CX-7085-01Z-00-DX1.253749E8-5D44-4E77-B7EB-26F780D83B5A.svs	5fea903b92cbc4897821effdbc1adb12	439701422	released
